Security Code,Security Id,Security Name
532977,BAJAJ-AUTO,BAJAJ AUTO LTD.
532978,BAJAJFINSV,BAJAJ FINSERV LTD.
533023,WABCOINDIA,WABCO INDIA LTD.
533033,ISGEC,ISGEC Heavy Engineering Ltd
533080,MOLDTKPAC,Mold-Tek Packaging Limited
533088,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.
533096,ADANIPOWER,ADANI POWER LTD.
533098,NHPC,NHPC LTD.
533106,OIL,OIL INDIA LTD.
533137,DEN,Den Networks Ltd
533138,ASTEC,ASTEC LIFESCIENCES LIMITED
533148,JSWENERGY,JSW Energy Ltd
533150,GODREJPROP,Godrej Properties Ltd
533151,DBCORP,D B Corp Ltd
533155,JUBLFOOD,Jubilant FoodWorks Ltd
533162,HATHWAY,Hathway Cable & Datacom Ltd
533179,PERSISTENT,PERSISTENT SYSTEMS LTD.
533206,SJVN,SJVN Ltd
533229,BAJAJCON,Bajaj Consumer Care Ltd
533248,GPPL,GUJARAT PIPAVAV PORT LTD.
533269,WABAG,VA TECH WABAG LTD.
533271,ASHOKA,ASHOKA BUILDCON LTD.
533273,OBEROIRLTY,OBEROI REALTY LTD.
533274,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.
533278,COALINDIA,COAL INDIA LTD.
533286,MOIL,MOIL LTD.
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.
533303,BFINVEST,BF INVESTMENT LTD.
533326,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.
533344,PFS,PTC INDIA FINANCIAL SERVICES LTD.
533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.
533400,FCONSUMER,Future Consumer Ltd
533519,L&TFH,L&T FINANCE HOLDINGS LTD.
533520,YAARII,Yaarii Digital Integrated Services Ltd
533552,RUPA,RUPA & COMPANY LTD.
533573,APLLTD,ALEMBIC PHARMACEUTICALS LTD.
533655,TRITURBINE,TRIVENI TURBINE LTD.
533758,APLAPOLLO,APL APOLLO TUBES LTD.
534076,ORIENTREF,ORIENT REFRACTORIES LTD.
534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.
534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.
534309,NBCC,NBCC (India) Ltd
534758,CIGNITI,CIGNITI TECHNOLOGIES LTD.
534804,CARERATING,CARE Ratings Ltd
534809,PCJEWELLER,PC JEWELLER LTD.
534816,INDUSTOWER,Indus Towers Ltd
534976,VMART,V-MART RETAIL LTD.
535322,REPCOHOME,REPCO HOME FINANCE LTD.
535648,JUSTDIAL,JUST DIAL LTD.
535754,ORIENTCEM,Orient Cement Ltd
535755,ABFRL,Aditya Birla Fashion and Retail Ltd
535789,IBULHSGFIN,Indiabulls Housing Finance Ltd
536507,FLFL,Future Lifestyle Fashions Ltd
537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd
538268,WONDERLA,Wonderla Holidays Ltd
538566,APOLLOTRI,Apollo Tricoat Tubes Ltd
538567,GULFOILLUB,Gulf Oil Lubricants India Ltd
538635,SNOWMAN,Snowman Logistics Ltd
538666,SHARDACROP,Sharda Cropchem Ltd
538835,INTELLECT,Intellect Design Arena Ltd
538962,MINDACORP,Minda Corporation Ltd
539118,VRLLOG*,VRL Logistics Ltd
539150,PNCINFRA,PNC Infratech Ltd
539201,SATIA,Satia Industries Ltd
539254,ADANITRANS,Adani Transmission Ltd
539268,SYNGENE,Syngene International Ltd
539302,POWERMECH,Power Mech Projects Ltd
539336,GUJGAS,Gujarat Gas Ltd
539404,SATIN,Satin Creditcare Network Ltd
539437,IDFCFIRSTB,IDFC First Bank Ltd
539448,INDIGO,InterGlobe Aviation Ltd
539450,SHK,S H Kelkar and Company Ltd
539523,ALKEM,Alkem Laboratories Ltd
539524,LALPATHLAB,Dr. Lal PathLabs Ltd
539542,LUXIND,Lux Industries Ltd
539551,NH,Narayana Hrudayalaya Ltd
539597,JSLHISAR,Jindal Stainless (Hisar) Ltd
539658,TEAMLEASE,TeamLease Services Ltd
539678,QUICKHEAL,Quick Heal Technologies Ltd
539787,HCG,HealthCare Global Enterprises Ltd
539807,INFIBEAM,Infibeam Avenues Ltd
539844,EQUITAS,Equitas Holdings Ltd
539871,THYROCARE,Thyrocare Technologies Ltd
539874,UJJIVAN,Ujjivan Financial Services Ltd
539876,CROMPTON,Crompton Greaves Consumer Electricals Ltd
539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd
539889,PARAGMILK,Parag Milk Foods Ltd
539957,MGL,Mahanagar Gas Ltd
539978,QUESS,Quess Corp Ltd
540005,LTI,Larsen & Toubro Infotech Ltd
540025,ADVENZYMES,Advanced Enzyme Technologies Ltd
540047,DBL,Dilip Buildcon Ltd
540064,FRETAIL,Future Retail Ltd
540065,RBLBANK,RBL Bank Ltd
540115,LTTS,L&T Technology Services Ltd
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd
540153,ENDURANCE,Endurance Technologies Ltd
540173,PNBHOUSING,PNB Housing Finance Ltd
540180,VBL,Varun Beverages Ltd
540203,SFL,Sheela Foam Ltd
540212,TCIEXP,TCI Express Ltd
540222,LAURUSLABS,Laurus Labs Ltd
540293,PRICOLLTD,Pricol Ltd
540376,DMART,Avenue Supermarts Ltd
540425,SHANKARA,Shankara Building Products Ltd
540530,HUDCO,Housing & Urban Development Corporation Ltd
540544,PSPPROJECT,PSP Projects Ltd
540575,STARCEMENT,Star Cement Ltd
540595,TEJASNET,Tejas Networks Ltd
540596,ERIS,Eris Lifesciences Ltd
540611,AUBANK,AU Small Finance Bank Ltd
540673,SIS,SIS Ltd
540678,COCHINSHIP,Cochin Shipyard Ltd
540691,ABCAPITAL,Aditya Birla Capital Ltd
540692,APEX,Apex Frozen Foods Ltd
540699,DIXON,Dixon Technologies (India) Ltd
540701,DCAL,Dishman Carbogen Amcis Ltd
540716,ICICIGI,ICICI Lombard General Insurance Company Ltd
540719,SBILIFE,SBI Life Insurance Company Ltd
540724,DIAMONDYD,Prataap Snacks Ltd
540743,GODREJAGRO,Godrej Agrovet Ltd
540749,MASFIN,MAS Financial Services Ltd
540750,IEX,Indian Energy Exchange Ltd
540755,GICRE,General Insurance Corporation of India
540762,TIINDIA,Tube Investments of India Ltd
540767,NAM-INDIA,Nippon Life India Asset Management Ltd
540768,MAHLOG,Mahindra Logistics Ltd
540769,NIACL,The New India Assurance Company Ltd
540777,HDFCLIFE,HDFC Life Insurance Company Ltd
540798,FSC,Future Supply Chain Solutions Ltd
540900,NEWGEN,Newgen Software Technologies Ltd
540902,AMBER,Amber Enterprises India Ltd
540935,GALAXYSURF,Galaxy Surfactants Ltd
540975,ASTERDM,Aster DM Healthcare Ltd
541019,HGINFRA,H.G. Infra Engineering Ltd
541143,BDL,Bharat Dynamics Ltd
541153,BANDHANBNK,Bandhan Bank Ltd
541154,HAL,Hindustan Aeronautics Ltd
541179,ISEC,ICICI Securities Ltd
541195,MIDHANI,Mishra Dhatu Nigam Ltd
541233,LEMONTREE,Lemon Tree Hotels Ltd
541301,ORIENTELEC,Orient Electric Ltd
541336,INDOSTAR,Indostar Capital Finance Ltd
541403,DOLLAR,Dollar Industries Ltd
541450,ADANIGREEN,Adani Green Energy Ltd
541540,SOLARA,Solara Active Pharma Sciences Ltd
541556,RITES,RITES Ltd
541557,FINEORG,Fine Organic Industries Ltd
541578,VARROC,Varroc Engineering Ltd
541700,TCNSBRANDS,TCNS Clothing Co. Ltd
541729,HDFCAMC,HDFC Asset Management Company Ltd
541770,CREDITACC,CreditAccess Grameen Ltd
541956,IRCON,IRCON International Ltd
541988,AAVAS,AAVAS Financiers Ltd
542011,GRSE,Garden Reach Shipbuilders & Engineers Ltd
542066,ATGL,Adani Total Gas Ltd
542141,TECHNOE,Techno Electric & Engineering Company Ltd
542216,DALBHARAT,Dalmia Bharat Ltd
542333,RPSGVENT,RPSG Ventures Ltd
542337,SPENCER,Spencers Retail Ltd
542399,CHALET,Chalet Hotels Ltd
542484,ARVINDFASN,Arvind Fashions Ltd
542597,MSTC,MSTC Ltd
542649,RVNL,Rail Vikas Nigam Ltd
542650,METROPOLIS,Metropolis Healthcare Ltd
542651,KPITTECH,KPIT Technologies Ltd
542652,POLYCAB,Polycab India Ltd
542665,NEOGEN,Neogen Chemicals Ltd
542726,INDIAMART,IndiaMART InterMESH Ltd
542752,AFFLE,Affle (India) Ltd
542759,SPANDANA,Spandana Sphoorty Financial Ltd
542760,SWSOLAR,Sterling and Wilson Solar Ltd
542772,IIFLWAM,IIFL Wealth Management Ltd
542773,IIFLSEC,IIFL Securities Ltd
542812,FLUOROCHEM,Gujarat Fluorochemicals Ltd
542830,IRCTC,Indian Railway Catering and Tourism Corporation Ltd
542867,CSBBANK,CSB Bank Ltd
542904,UJJIVANSFB,Ujjivan Small Finance Bank Ltd
542905,SHIL,Somany Home Innovation Ltd
542907,PRINCEPIPE,Prince Pipes and Fittings Ltd
542920,SUMICHEM,Sumitomo Chemical India Ltd
543064,SUVENPHAR,Suven Pharmaceuticals Ltd
543066,SBICARD,SBI Cards and Payment Services Ltd
543187,POWERINDIA,ABB Power Products and Systems India Ltd
570001,TATAMTRDVR,Tata Motors  Ltd - DVR
890147,RELIANCEPP,Reliance Industries Ltd
890148,ABFRLPP,Aditya Birla Fashion and Retail Ltd
